"Type","Configuration","IOPS","RunTime","BW"
"provisioned","single","33140","129","3592"
"provisioned","single","34050","133","3496"
"provisioned","single","35534","138","3350"
"provisioned","single","39693","155","2999"
"provisioned","single","37026","144","3215"
"provisioned","single","39081","152","3046"
"provisioned","single","42004","164","2834"
"provisioned","single","41448","161","2872"
"provisioned","single","39561","154","3009"
"provisioned","single","42078","164","2829"
"provisioned","single","39786","155","2992"
"provisioned","single","38425","150","3098"
"provisioned","single","41975","163","2836"
"provisioned","single","39158","152","3040"
"provisioned","single","37766","147","3152"
"provisioned","single","34685","135","3432"
"provisioned","single","39094","152","3045"
"provisioned","single","41812","163","2847"
"provisioned","single","31991","124","3721"
"provisioned","single","33789","131","3523"
"provisioned","single","35556","138","3348"
"provisioned","single","41783","163","2849"
"provisioned","single","32095","125","3709"
"provisioned","single","42064","164","2830"
"provisioned","single","41564","162","2864"
"provisioned","single","30422","118","3913"
"provisioned","single","41564","162","2864"
"provisioned","single","41989","164","2835"
"provisioned","single","41871","163","2843"
"provisioned","single","41666","162","2857"
"provisioned","single","39627","154","3004"
"provisioned","single","39145","152","3041"
"provisioned","single","35609","139","3343"
"provisioned","single","35302","137","3372"
"provisioned","single","33722","131","3530"
"provisioned","single","42064","164","2830"
"provisioned","single","41077","160","2898"
"provisioned","single","41871","163","2843"
"provisioned","single","39773","155","2993"
"provisioned","single","35376","138","3365"
"provisioned","single","39456","154","3017"
"provisioned","single","41842","163","2845"
"provisioned","single","32208","125","3696"
"provisioned","single","39973","156","2978"
"provisioned","single","36370","142","3273"
"provisioned","single","34158","133","3485"
"provisioned","single","38788","151","3069"
"provisioned","single","42019","164","2833"
"provisioned","single","39158","152","3040"
"provisioned","single","38940","152","3057"
"provisioned","single","34807","135","3420"
"provisioned","single","41048","160","2900"
"provisioned","single","35845","140","3321"
"provisioned","single","40108","156","2968"
"provisioned","single","35386","138","3364"
"provisioned","single","39209","153","3036"
"provisioned","single","33934","132","3508"
"provisioned","single","42034","164","2832"
"provisioned","single","37683","147","3159"
"provisioned","single","42064","164","2830"
"provisioned","single","38388","149","3101"
"provisioned","single","39496","154","3014"
"provisioned","single","41593","162","2862"
"provisioned","single","30213","118","3940"
"provisioned","single","39378","153","3023"
"provisioned","single","38953","152","3056"
"provisioned","single","37719","147","3156"
"provisioned","single","32658","127","3645"
"provisioned","single","32383","126","3676"
"provisioned","single","34817","136","3419"
"provisioned","single","41798","163","2848"
"provisioned","single","39030","152","3050"
"provisioned","single","41077","160","2898"
"provisioned","single","33495","130","3554"
"provisioned","single","32208","125","3696"
"provisioned","single","41276","161","2884"
"provisioned","single","38966","152","3055"
"provisioned","single","41062","160","2899"
"provisioned","single","41133","160","2894"
"provisioned","single","41006","160","2903"
"provisioned","single","39094","152","3045"
"provisioned","single","37755","147","3153"
"provisioned","single","41233","161","2887"
"provisioned","single","39496","154","3014"
"provisioned","single","33618","131","3541"
"provisioned","single","41608","162","2861"
"provisioned","single","41695","162","2855"
"provisioned","single","41695","162","2855"
"provisioned","single","41190","160","2890"
"provisioned","single","36900","144","3226"
"provisioned","single","41975","163","2836"
"provisioned","single","37743","147","3154"
"provisioned","single","33741","131","3528"
"provisioned","single","37552","146","3170"
"provisioned","single","41945","163","2838"
"provisioned","single","41901","163","2841"
"provisioned","single","37755","147","3153"
"provisioned","single","37247","145","3196"
"provisioned","single","41233","161","2887"
"provisioned","single","41857","163","2844"
"provisioned","single","33963","132","3505"
"provisioned","single","38252","149","3112"
"provisioned","single","39209","153","3036"
"provisioned","single","39313","153","3028"
"provisioned","single","41827","163","2846"
"provisioned","single","35964","140","3310"
"provisioned","single","40148","156","2965"
"provisioned","single","29730","116","4004"
"provisioned","single","35888","140","3317"
"provisioned","single","37387","146","3184"
"provisioned","single","40697","158","2925"
"provisioned","single","34807","135","3420"
"provisioned","single","39786","155","2992"
"provisioned","single","41492","162","2869"
"provisioned","single","42049","164","2831"
"provisioned","single","38462","150","3095"
"provisioned","single","38813","151","3067"
"provisioned","single","41768","163","2850"
"provisioned","single","39456","154","3017"
"provisioned","single","30768","120","3869"
"provisioned","single","36912","144","3225"
"provisioned","single","38940","152","3057"
"provisioned","single","41915","163","2840"
"provisioned","single","41247","161","2886"
"provisioned","single","40162","156","2964"
"provisioned","single","41593","162","2862"
"provisioned","single","36549","142","3257"
"provisioned","single","37827","147","3147"
"provisioned","single","35855","140","3320"
"provisioned","single","39274","153","3031"
"provisioned","single","41162","160","2892"
"provisioned","single","30609","119","3889"
"provisioned","single","37223","145","3198"
"provisioned","single","41535","162","2866"
"provisioned","single","35758","139","3329"
"provisioned","single","38889","151","3061"
"provisioned","single","34187","133","3482"
"provisioned","single","33345","130","3570"
"provisioned","single","39030","152","3050"
"provisioned","single","39339","153","3026"
"provisioned","single","37165","145","3203"
"provisioned","single","42064","164","2830"
"provisioned","single","41886","163","2842"
"provisioned","single","41247","161","2886"
"provisioned","single","37935","148","3138"
"provisioned","single","38927","152","3058"
"provisioned","single","33876","132","3514"
"provisioned","single","41695","162","2855"
"provisioned","single","35313","137","3371"
"provisioned","single","37282","145","3193"
"provisioned","single","39483","154","3015"
"provisioned","single","41915","163","2840"
"provisioned","single","41960","163","2837"
"provisioned","single","38462","150","3095"
"provisioned","single","39548","154","3010"
"provisioned","single","38687","151","3077"
"provisioned","single","37096","144","3209"
"provisioned","single","39248","153","3033"
"provisioned","single","38927","152","3058"
"provisioned","single","39588","154","3007"
"provisioned","single","35167","137","3385"
"provisioned","single","41622","162","2860"
"provisioned","single","34675","135","3433"
"provisioned","single","35748","139","3330"
"provisioned","single","41535","162","2866"
"provisioned","single","28733","112","4143"
"provisioned","single","42049","164","2831"
"provisioned","single","41960","163","2837"
"provisioned","single","39773","155","2993"
"provisioned","single","36992","144","3218"
"provisioned","single","41915","163","2840"
"provisioned","single","38637","150","3081"
"provisioned","single","39209","153","3036"
"provisioned","single","39693","155","2999"
"provisioned","single","39274","153","3031"
"provisioned","single","41783","163","2849"
"provisioned","single","34605","135","3440"
"provisioned","single","39352","153","3025"
"provisioned","single","36426","142","3268"
"provisioned","single","37434","146","3180"
"provisioned","single","41550","162","2865"
"provisioned","single","30352","118","3922"
"provisioned","single","37305","145","3191"
"provisioned","single","39720","155","2997"
"provisioned","single","36515","142","3260"
"provisioned","single","37410","146","3182"
"provisioned","single","38032","148","3130"
"provisioned","single","38991","152","3053"
"provisioned","single","41405","161","2875"
"provisioned","single","42064","164","2830"
"provisioned","single","34236","133","3477"
"provisioned","single","41666","162","2857"
"provisioned","single","42049","164","2831"
"provisioned","single","42064","164","2830"
"provisioned","single","35271","137","3375"
"provisioned","single","40907","159","2910"
"provisioned","single","39404","153","3021"
"provisioned","single","32418","126","3672"
"provisioned","single","41666","162","2857"
"provisioned","single","35323","137","3370"
"provisioned","single","42064","164","2830"
"provisioned","single","38687","151","3077"
"provisioned","single","35920","140","3314"
"provisioned","single","39391","153","3022"
"provisioned","single","41871","163","2843"
"provisioned","single","41119","160","2895"
"provisioned","single","38154","149","3120"
"provisioned","single","37015","144","3216"
"provisioned","single","41960","163","2837"
"provisioned","raid","296119","1156","402"
"provisioned","raid","207749","811","573"
"provisioned","raid","276195","1078","431"
"provisioned","raid","247484","966","481"
"provisioned","raid","326137","1273","365"
"provisioned","raid","222921","870","534"
"provisioned","raid","339145","1324","351"
"provisioned","raid","211815","827","562"
"provisioned","raid","280755","1096","424"
"provisioned","raid","304450","1189","391"
"provisioned","raid","162845","636","731"
"provisioned","raid","288932","1128","412"
"provisioned","raid","243934","952","488"
"provisioned","raid","237605","928","501"
"provisioned","raid","306015","1195","389"
"provisioned","raid","187760","733","634"
"provisioned","raid","202794","792","587"
"provisioned","raid","196112","766","607"
"provisioned","raid","290341","1134","410"
"provisioned","raid","278782","1088","427"
"provisioned","raid","296858","1159","401"
"provisioned","raid","292482","1142","407"
"provisioned","raid","209947","820","567"
"provisioned","raid","326137","1273","365"
"provisioned","raid","313263","1223","380"
"provisioned","raid","278131","1086","428"
"provisioned","raid","320863","1253","371"
"provisioned","raid","286843","1120","415"
"provisioned","raid","258221","1008","461"
"provisioned","raid","369689","1444","322"
"provisioned","raid","357477","1396","333"
"provisioned","raid","310809","1214","383"
"provisioned","raid","282755","1104","421"
"provisioned","raid","290341","1134","410"
"provisioned","raid","208476","814","571"
"provisioned","raid","329751","1288","361"
"provisioned","raid","201763","788","590"
"provisioned","raid","360727","1409","330"
"provisioned","raid","319142","1246","373"
"provisioned","raid","348070","1359","342"
"provisioned","raid","327934","1280","363"
"provisioned","raid","422128","1648","282"
"provisioned","raid","284785","1112","418"
"provisioned","raid","183704","717","648"
"provisioned","raid","425143","1660","280"
"provisioned","raid","244938","956","486"
"provisioned","raid","291051","1136","409"
"provisioned","raid","275556","1076","432"
"provisioned","raid","376709","1471","316"
"provisioned","raid","320863","1253","371"
"provisioned","raid","182577","713","652"
"provisioned","raid","329751","1288","361"
"provisioned","raid","256552","1002","464"
"provisioned","raid","172522","673","690"
"provisioned","raid","340114","1328","350"
"provisioned","raid","341089","1332","349"
"provisioned","raid","245950","960","484"
"provisioned","raid","220853","862","539"
"provisioned","raid","281418","1099","423"
"provisioned","raid","273655","1068","435"
"provisioned","raid","207749","811","573"
"provisioned","raid","238557","931","499"
"provisioned","raid","214874","839","554"
"provisioned","raid","284785","1112","418"
"provisioned","raid","248518","970","479"
"provisioned","raid","343055","1340","347"
"provisioned","raid","198400","775","600"
"provisioned","raid","197086","769","604"
"provisioned","raid","148614","580","801"
"provisioned","raid","341089","1332","349"
"provisioned","raid","279437","1091","426"
"provisioned","raid","196760","768","605"
"provisioned","raid","200742","784","593"
"provisioned","raid","346047","1351","344"
"provisioned","raid","301367","1177","395"
"provisioned","raid","269321","1052","442"
"provisioned","raid","320000","1250","372"
"provisioned","raid","182018","711","654"
"provisioned","raid","299095","1168","398"
"provisioned","raid","342069","1336","348"
"provisioned","raid","311623","1217","382"
"provisioned","raid","266906","1042","446"
"provisioned","raid","341089","1332","349"
"provisioned","raid","379108","1480","314"
"provisioned","raid","354286","1383","336"
"provisioned","raid","223340","872","533"
"provisioned","raid","352189","1375","338"
"provisioned","raid","350118","1367","340"
"provisioned","raid","314921","1230","378"
"provisioned","raid","317440","1240","375"
"provisioned","raid","292482","1142","407"
"provisioned","raid","299849","1171","397"
"provisioned","raid","314921","1230","378"
"provisioned","raid","209947","820","567"
"provisioned","raid","212193","828","561"
"provisioned","raid","328840","1284","362"
"provisioned","raid","190769","745","624"
"provisioned","raid","298346","1165","399"
"provisioned","raid","236660","924","503"
"provisioned","raid","211439","825","563"
"provisioned","raid","311623","1217","382"
"provisioned","raid","300606","1174","396"
"provisioned","raid","226743","885","525"
"provisioned","raid","276837","1081","430"
"provisioned","raid","110941","433","1073"
"provisioned","raid","314921","1230","378"
"provisioned","raid","252739","987","471"
"provisioned","raid","470514","1837","253"
"provisioned","raid","299095","1168","398"
"provisioned","raid","395482","1544","301"
"provisioned","raid","245950","960","484"
"provisioned","raid","449208","1754","265"
"provisioned","raid","296858","1159","401"
"provisioned","raid","311623","1217","382"
"provisioned","raid","247484","966","481"
"provisioned","raid","291051","1136","409"
"provisioned","raid","212193","828","561"
"provisioned","raid","237131","926","502"
"provisioned","raid","305231","1192","390"
"provisioned","raid","235257","918","506"
"provisioned","raid","311623","1217","382"
"provisioned","raid","290341","1134","410"
"provisioned","raid","346047","1351","344"
"provisioned","raid","291051","1136","409"
"provisioned","raid","222921","870","534"
"provisioned","raid","285468","1115","417"
"provisioned","raid","402162","1570","296"
"provisioned","raid","425143","1660","280"
"provisioned","raid","233870","913","509"
"provisioned","raid","204185","797","583"
"provisioned","raid","283429","1107","420"
"provisioned","raid","289635","1131","411"
"provisioned","raid","256552","1002","464"
"provisioned","raid","213716","834","557"
"provisioned","raid","296858","1159","401"
"provisioned","raid","288232","1125","413"
"provisioned","raid","386494","1509","308"
"provisioned","raid","299095","1168","398"
"provisioned","raid","360727","1409","330"
"provisioned","raid","286154","1117","416"
"provisioned","raid","241460","943","493"
"provisioned","raid","299095","1168","398"
"provisioned","raid","289635","1131","411"
"provisioned","raid","291051","1136","409"
"provisioned","raid","293926","1148","405"
"provisioned","raid","237605","928","501"
"provisioned","raid","282755","1104","421"
"provisioned","raid","411903","1608","289"
"provisioned","raid","311623","1217","382"
"provisioned","raid","316596","1236","376"
"provisioned","raid","231146","902","515"
"provisioned","raid","286843","1120","415"
"provisioned","raid","203487","794","585"
"provisioned","raid","327934","1280","363"
"provisioned","raid","230251","899","517"
"provisioned","raid","262203","1024","454"
"provisioned","raid","198070","773","601"
"provisioned","raid","217226","848","548"
"provisioned","raid","327934","1280","363"
"provisioned","raid","386494","1509","308"
"provisioned","raid","254359","993","468"
"provisioned","raid","259913","1015","458"
"provisioned","raid","266906","1042","446"
"provisioned","raid","320863","1253","371"
"provisioned","raid","304450","1189","391"
"provisioned","raid","407671","1592","292"
"provisioned","raid","269932","1054","441"
"provisioned","raid","187170","731","636"
"provisioned","raid","248518","970","479"
"provisioned","raid","190769","745","624"
"provisioned","raid","319142","1246","373"
"provisioned","raid","225882","882","527"
"provisioned","raid","241460","943","493"
"provisioned","raid","163516","638","728"
"provisioned","raid","195148","762","610"
"provisioned","raid","315756","1233","377"
"provisioned","raid","313263","1223","380"
"provisioned","raid","222090","867","536"
"provisioned","raid","198731","776","599"
"provisioned","raid","226743","885","525"
"provisioned","raid","268713","1049","443"
"provisioned","raid","294653","1150","404"
"provisioned","raid","233412","911","510"
"provisioned","raid","290341","1134","410"
"provisioned","raid","361824","1413","329"
"provisioned","raid","195789","764","608"
"provisioned","raid","416224","1625","286"
"provisioned","raid","295385","1153","403"
"provisioned","raid","204185","797","583"
"provisioned","raid","261053","1019","456"
"provisioned","raid","300606","1174","396"
"provisioned","raid","361824","1413","329"
"provisioned","raid","329751","1288","361"
"provisioned","raid","134508","525","885"
"provisioned","raid","352189","1375","338"
"provisioned","raid","274919","1073","433"
"provisioned","raid","328840","1284","362"
"provisioned","raid","302901","1183","393"
"provisioned","raid","257662","1006","462"
"provisioned","raid","255451","997","466"
"provisioned","raid","351150","1371","339"
"provisioned","raid","262203","1024","454"
"provisioned","raid","278782","1088","427"
"provisioned","raid","197086","769","604"
"provisioned","raid","257662","1006","462"
"provisioned","raid","303673","1186","392"
"provisioned","raid","346047","1351","344"
"provisioned","raid","343055","1340","347"
"provisioned","raid","374340","1462","318"
"provisioned","raid","240485","939","495"
"provisioned","raid","293926","1148","405"
"provisioned","raid","291051","1136","409"
"provisioned","raid","340114","1328","350"
"provisioned","raid","281418","1099","423"
"provisioned","raid","348070","1359","342"
"provisioned","raid","230251","899","517"
"provisioned","raid","269321","1052","442"
"provisioned","raid","196760","768","605"
"provisioned","raid","350118","1367","340"
"provisioned","raid","215262","840","553"
"provisioned","raid","235723","920","505"
"provisioned","raid","374340","1462","318"
"provisioned","raid","357477","1396","333"
"provisioned","raid","197086","769","604"
"provisioned","raid","341089","1332","349"
"provisioned","raid","202105","789","589"
"provisioned","raid","193561","756","615"
"provisioned","raid","319142","1246","373"
"provisioned","raid","272403","1064","437"
"provisioned","raid","389020","1519","306"
"provisioned","raid","290341","1134","410"
"provisioned","raid","191075","746","623"
"provisioned","raid","301367","1177","395"
"provisioned","raid","222921","870","534"
"provisioned","raid","301367","1177","395"
"provisioned","raid","206308","805","577"
"provisioned","raid","229807","897","518"
"provisioned","raid","233870","913","509"
"provisioned","raid","351150","1371","339"
"provisioned","raid","319142","1246","373"
"provisioned","raid","413333","1614","288"
"provisioned","raid","267506","1044","445"
"provisioned","raid","274919","1073","433"
"provisioned","raid","295385","1153","403"
"provisioned","raid","110427","431","1078"
"provisioned","raid","336271","1313","354"
"provisioned","raid","286843","1120","415"
"provisioned","raid","278131","1086","428"
"provisioned","raid","208112","812","572"
"provisioned","raid","288932","1128","412"
"provisioned","raid","335324","1309","355"
"provisioned","raid","187170","731","636"
"provisioned","raid","317440","1240","375"
"provisioned","raid","280094","1094","425"
"provisioned","raid","218022","851","546"
"provisioned","raid","343055","1340","347"
"provisioned","raid","210318","821","566"
"provisioned","raid","222090","867","536"
"provisioned","raid","317440","1240","375"
"provisioned","raid","222921","870","534"
"provisioned","raid","220037","859","541"
"provisioned","raid","359637","1404","331"
"provisioned","raid","284105","1109","419"
"provisioned","raid","295385","1153","403"
"provisioned","raid","379108","1480","314"
"provisioned","raid","329751","1288","361"
"provisioned","raid","310809","1214","383"
"provisioned","raid","279437","1091","426"
"provisioned","raid","350118","1367","340"
"provisioned","raid","265122","1035","449"
"provisioned","raid","265714","1037","448"
"provisioned","raid","285468","1115","417"
"provisioned","raid","381538","1490","312"
"provisioned","raid","287536","1123","414"
"provisioned","raid","259346","1013","459"
"provisioned","raid","302132","1180","394"
"provisioned","raid","279437","1091","426"
"provisioned","raid","358554","1400","332"
"provisioned","raid","367407","1435","324"
"provisioned","raid","282085","1101","422"
"provisioned","raid","282755","1104","421"
"provisioned","raid","328840","1284","362"
"provisioned","raid","326137","1273","365"
"provisioned","raid","432873","1690","275"
"provisioned","raid","366277","1430","325"
"provisioned","raid","312441","1220","381"
"provisioned","raid","320000","1250","372"
"provisioned","raid","238080","930","500"
"provisioned","raid","294653","1150","404"
"provisioned","raid","200067","781","595"
"provisioned","raid","256552","1002","464"
"provisioned","raid","293926","1148","405"
"provisioned","raid","201081","785","592"
"provisioned","raid","310000","1210","384"
"provisioned","raid","221676","865","537"
"provisioned","raid","222090","867","536"
"provisioned","raid","305231","1192","390"
"provisioned","raid","283429","1107","420"
"provisioned","raid","176356","688","675"
"provisioned","raid","361824","1413","329"
"provisioned","raid","284785","1112","418"
"provisioned","raid","259913","1015","458"
"provisioned","raid","296858","1159","401"
"provisioned","raid","261626","1021","455"
"provisioned","raid","196760","768","605"
"provisioned","raid","324360","1267","367"
"provisioned","raid","288932","1128","412"
"provisioned","raid","357477","1396","333"
"provisioned","raid","222921","870","534"
"provisioned","raid","133903","523","889"
"provisioned","raid","403525","1576","295"
"provisioned","raid","296858","1159","401"
"provisioned","raid","413333","1614","288"
"provisioned","raid","410483","1603","290"
"provisioned","raid","201421","786","591"
"provisioned","raid","315756","1233","377"
"provisioned","raid","205596","803","579"
"provisioned","raid","201081","785","592"
"provisioned","raid","358554","1400","332"
"provisioned","raid","271162","1059","439"
"provisioned","raid","232047","906","513"
"provisioned","raid","270545","1056","440"
"provisioned","raid","289635","1131","411"
"provisioned","raid","88243","344","1349"
"provisioned","raid","302132","1180","394"
"provisioned","raid","359637","1404","331"
"provisioned","raid","252203","985","472"
"provisioned","raid","327934","1280","363"
"provisioned","raid","185132","723","643"
"provisioned","raid","385243","1504","309"
"provisioned","raid","232955","909","511"
"provisioned","raid","299095","1168","398"
"provisioned","raid","284785","1112","418"
"provisioned","raid","387752","1514","307"
"provisioned","raid","298346","1165","399"
"provisioned","raid","376709","1471","316"
"provisioned","raid","320000","1250","372"
"provisioned","raid","299095","1168","398"
"provisioned","raid","236660","924","503"
"provisioned","raid","302132","1180","394"
"provisioned","raid","331588","1295","359"
"provisioned","raid","204888","800","581"
